Age,Gender,Country,state,self_employed,family_history,work_interfere,<5,5_to_25,26-100,100-500,500-1000,1000+,remote_work,tech_company,benefits,care_options,leave,obs_consequence,seek_help,treatment,coworkers,supervisor,,
29,Female,United States,OR,0,1,2,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,2,,
26,Male,United States,CA,0,1,2,0,0,0,0,0,1,0,1,2,0,3,0,1,1,0,0,,
34,Male,Germany,NA,0,0,1,0,0,1,0,0,0,0,1,0,0,4,0,0,0,0,1,,
37,Female,United States,CA,0,1,1,0,0,1,0,0,0,0,0,2,2,1,0,2,1,2,1,,
37,Male,Ireland,NA,0,1,2,1,0,0,0,0,0,0,1,0,0,5,0,0,1,2,2,,
27,Female,United States,CA,0,0,2,0,0,0,1,0,0,0,1,1,1,4,0,1,1,1,0,,
37,Male,United Kingdom,NA,0,1,1,0,1,0,0,0,0,0,1,0,0,4,1,0,1,1,2,,
39,Male,Canada,NA,0,0,2,0,0,0,1,0,0,0,0,2,2,5,1,2,1,1,2,,
43,Male,United States,VA,0,0,2,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,,
34,Male,United Kingdom,NA,0,1,2,0,0,0,0,0,1,0,1,1,1,5,0,1,1,1,2,,
25,Male,United States,CO,0,1,2,0,0,1,0,0,0,0,1,2,2,1,0,1,1,1,1,,
39,Male,Switzerland,NA,0,0,0,0,0,0,0,0,1,0,1,2,2,4,0,2,1,1,1,,
29,Male,United Kingdom,NA,0,0,1,0,0,0,1,0,0,0,1,1,1,4,1,0,0,1,2,,
22,Female,United States,WA,0,1,2,0,0,0,0,0,1,0,1,1,1,2,1,1,1,1,1,,
38,Male,United States,MI,0,0,0,0,0,1,0,0,0,0,1,2,2,4,1,0,0,1,2,,
35,Female,United States,CA,0,0,2,0,0,0,1,0,0,1,1,1,0,5,0,1,1,1,0,,
29,Male,United States,MD,0,0,0,0,0,0,1,0,0,0,0,2,2,5,0,0,0,2,2,,
23,Male,United States,CA,0,1,2,0,1,0,0,0,0,0,1,0,2,5,0,0,1,1,2,,
41,Male,United States,TX,0,1,2,0,0,0,0,0,1,0,1,2,2,1,0,2,0,1,1,,
29,Male,United Kingdom,NA,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,,
29,Male,United Kingdom,NA,0,0,2,0,0,0,1,0,0,0,1,0,0,3,0,0,1,1,1,,
20,Male,United States,WA,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,2,,
29,Female,United Kingdom,NA,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,,
40,Male,United States,CA,0,0,0,0,0,0,1,0,0,0,1,2,1,1,0,1,0,1,1,,
29,Female,United States,CA,0,1,1,0,0,0,1,0,0,0,1,2,1,1,0,0,1,2,2,,
44,Male,United Kingdom,NA,0,1,2,0,0,0,0,1,0,0,0,1,0,3,1,0,1,1,2,,
36,Male,United Kingdom,NA,1,0,2,0,1,0,0,0,0,1,1,0,0,3,1,0,0,2,2,,
31,Female,United States,NY,0,1,2,0,0,0,1,0,0,0,1,2,2,3,0,0,1,2,2,,
40,Male,United States,IL,0,0,1,0,0,0,0,0,1,0,1,2,2,1,0,2,0,1,1,,
42,Male,United States,WI,0,0,2,1,0,0,0,0,0,1,1,0,2,4,0,0,1,0,0,,
21,Male,United Kingdom,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,1,,
26,Male,Canada,NA,0,0,2,0,1,0,0,0,0,1,1,0,0,2,0,0,0,1,1,,
26,Male,United Kingdom,NA,1,0,1,1,0,0,0,0,0,1,1,0,1,3,0,1,1,2,2,,
23,Male,United States,IL,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,,
33,Male,United States,TN,0,1,3,0,1,0,0,0,0,1,1,0,2,2,0,0,1,1,2,,
46,Male,United States,IL,0,0,1,0,0,0,0,0,1,0,0,2,2,4,0,2,1,0,0,,
32,Male,Germany,NA,1,0,2,1,0,0,0,0,0,1,1,0,2,4,0,0,0,1,1,,
30,Male,United States,CA,1,1,2,0,1,0,0,0,0,1,1,1,1,2,0,1,1,0,0,,
23,Female,United Kingdom,NA,0,1,0,0,0,0,0,0,1,0,0,0,0,4,0,2,0,0,0,,
30,Male,United States,GA,0,0,0,0,0,1,0,0,0,1,1,2,2,5,0,1,0,1,2,,
35,Male,United States,TN,0,1,2,0,0,1,0,0,0,1,1,2,2,1,0,1,1,1,0,,
39,Male,United States,TN,0,1,2,0,0,0,0,0,1,0,1,2,0,1,1,2,0,1,2,,
42,Male,United States,VA,1,1,2,0,1,0,0,0,0,1,0,2,1,1,0,2,0,1,0,,
32,Male,United States,TN,1,1,1,1,0,0,0,0,0,1,1,0,2,2,0,0,1,1,0,,
30,Male,United States,TN,0,1,0,0,0,0,1,0,0,0,1,2,0,2,0,2,0,1,0,,
50,Male,United States,VA,1,0,0,1,0,0,0,0,0,1,1,0,2,4,0,0,0,1,2,,
24,Male,United States,TX,0,0,2,0,0,1,0,0,0,1,1,1,0,4,0,1,0,1,2,,
25,Male,United States,TX,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,,
51,Male,United States,CO,1,0,0,1,0,0,0,0,0,0,1,0,2,3,0,0,0,1,1,,
49,Male,United States,OR,0,1,2,0,0,0,0,0,1,0,1,2,2,3,1,2,1,0,0,,
36,Male,United States,TN,0,0,1,0,0,0,0,1,0,1,1,2,2,1,0,1,1,0,0,,
48,Male,United States,VA,0,0,0,0,0,0,0,0,1,0,1,2,2,1,1,2,1,2,2,,
48,Male,Australia,NA,0,0,2,0,1,0,0,0,0,0,1,0,0,4,1,0,1,1,0,,
30,Male,United Kingdom,NA,0,0,2,0,0,1,0,0,0,0,1,0,0,3,0,0,1,1,0,,
30,Male,United States,PA,1,0,0,1,0,0,0,0,0,1,1,0,2,4,0,0,0,1,1,,
43,Male,United States,NA,0,1,2,0,0,0,0,1,0,0,0,2,1,1,0,1,0,0,1,,
35,Female,United States,GA,0,1,2,0,1,0,0,0,0,0,0,2,1,3,0,2,1,1,2,,
34,Male,United States,TX,0,0,3,1,0,0,0,0,0,0,1,1,0,5,0,2,0,1,2,,
38,Male,United States,WA,0,1,2,0,0,0,1,0,0,0,1,0,1,2,0,0,1,0,1,,
42,Male,United States,TX,0,0,3,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,,
44,Male,United States,WA,0,1,2,0,1,0,0,0,0,1,1,2,2,3,0,2,1,1,2,,
40,Male,United States,WA,0,1,2,0,0,0,0,0,1,1,1,2,2,2,1,2,1,1,1,,
28,Male,United States,WA,0,1,2,0,0,0,0,0,1,0,1,1,0,4,0,1,1,1,0,,
34,Male,Netherlands,NA,0,0,1,0,0,1,0,0,0,0,1,0,2,5,0,0,1,2,2,,
24,Male,United Kingdom,NA,0,1,3,0,0,1,0,0,0,0,0,1,2,4,1,0,1,1,2,,
61,Male,South Africa,NA,1,0,2,1,0,0,0,0,0,1,1,0,0,2,1,0,1,1,2,,
34,Male,Netherlands,NA,1,1,1,1,0,0,0,0,0,1,1,2,2,5,0,2,1,2,1,,
26,Male,United States,CA,0,0,1,0,0,0,0,0,1,0,1,2,1,1,0,1,1,1,1,,
35,Male,Germany,NA,1,0,2,0,0,1,0,0,0,1,0,1,0,3,0,0,1,2,0,,
24,Male,United Kingdom,NA,1,1,3,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,,
55,Male,United Kingdom,NA,0,0,3,0,0,0,0,0,1,0,0,2,2,4,1,2,1,0,1,,
33,Male,United Kingdom,NA,1,1,2,1,0,0,0,0,0,1,1,0,2,2,1,0,1,1,1,,
26,Female,United Kingdom,NA,1,1,2,1,0,0,0,0,0,1,1,0,0,5,0,0,1,1,2,,
45,Male,United Kingdom,NA,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,,
43,Male,United States,MI,0,0,2,0,0,0,0,0,1,1,1,0,1,2,1,0,0,0,0,,
40,Male,United States,IN,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,2,2,,
40,Male,United States,ME,0,1,2,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,2,,
37,Female,Canada,NA,1,1,1,1,0,0,0,0,0,1,1,0,2,4,1,0,1,1,1,,
27,Male,Canada,NA,0,0,0,0,0,1,0,0,0,0,1,2,1,5,0,0,0,2,2,,
23,Male,United States,PA,0,1,2,0,0,1,0,0,0,0,1,2,1,4,0,2,0,0,0,,
20,Male,India,NA,0,0,2,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,,
25,Male,United States,PA,0,1,3,0,1,0,0,0,0,1,1,2,2,4,0,1,1,2,2,,
42,Male,United States,IN,0,1,2,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,2,,
34,Male,United States,PA,0,1,3,0,0,0,1,0,0,0,1,2,2,5,0,0,1,2,2,,
26,Female,United States,OH,0,0,2,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,,
35,Male,United Kingdom,NA,0,1,2,1,0,0,0,0,0,0,1,0,2,5,1,0,1,1,1,,
34,Male,United States,SD,0,0,2,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,,
31,Male,United States,SD,0,0,2,0,0,0,0,0,1,0,1,2,1,1,0,2,0,1,1,,
30,Male,United States,CA,0,1,2,0,0,1,0,0,0,1,1,2,0,1,0,0,1,1,0,,
19,Male,Canada,NA,0,0,0,0,0,1,0,0,0,1,1,1,0,4,0,0,0,1,1,,
32,Male,United States,TN,0,0,0,0,1,0,0,0,0,0,1,2,2,4,0,2,0,2,2,,
37,Male,United States,IN,0,1,2,0,0,1,0,0,0,1,1,1,0,4,0,0,0,1,1,,
19,Male,United States,IN,0,0,2,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,2,,
31,Male,United States,MN,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,2,2,,
40,Male,United States,NC,0,1,2,0,0,0,0,0,1,1,0,2,1,1,0,1,0,1,1,,
36,Male,United States,MN,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,,
26,Male,Australia,NA,0,1,2,0,0,1,0,0,0,1,1,0,0,1,0,0,1,2,2,,
34,Female,United States,CA,0,0,2,1,0,0,0,0,0,0,1,0,1,5,0,0,0,1,2,,
28,Female,United States,OH,0,1,2,0,0,1,0,0,0,1,1,1,0,4,0,0,1,1,1,,
40,Male,United States,WI,0,1,2,0,0,0,0,0,1,1,1,2,2,1,0,2,1,0,0,,
26,Male,United States,WA,0,0,2,0,1,0,0,0,0,0,1,2,2,1,0,0,1,1,0,,
26,Female,Canada,NA,0,1,2,0,0,0,1,0,0,0,1,2,1,1,0,0,1,1,0,,
39,Male,United Kingdom,NA,1,1,2,1,0,0,0,0,0,1,1,0,2,3,1,2,1,2,2,,
26,Female,United States,WA,0,1,2,0,0,0,0,0,1,0,1,2,2,1,1,0,1,1,2,,
23,Female,United States,IL,0,1,2,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,,
35,Male,Switzerland,NA,0,1,3,0,0,0,0,0,1,0,1,1,1,5,0,0,1,1,1,,
42,Male,United States,TN,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,,
27,Male,United States,CA,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,2,,
33,Male,United States,FL,1,0,0,0,1,0,0,0,0,1,1,1,0,5,0,0,0,1,2,,
31,Male,Canada,NA,0,1,3,0,0,0,0,0,1,0,1,2,1,1,0,1,1,1,0,,
29,Female,United States,NJ,0,0,3,0,0,0,0,0,1,1,0,2,0,4,0,0,1,1,2,,
27,Male,United States,CA,0,0,2,0,0,0,1,0,0,0,1,1,1,2,0,0,1,1,0,,
25,Male,United States,UT,0,0,3,0,1,0,0,0,0,1,1,1,0,4,0,0,1,1,0,,
25,Male,South Africa,NA,0,1,3,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,2,,
34,Male,United States,NJ,0,0,0,0,1,0,0,0,0,1,1,2,1,4,0,1,0,0,1,,
48,Male,United States,IN,0,0,0,0,0,1,0,0,0,0,0,2,2,1,0,2,0,1,2,,
39,Female,United States,OH,0,0,2,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,,
31,Male,United States,CA,0,0,2,0,0,0,1,0,0,0,1,2,2,4,0,0,1,1,0,,
40,Male,United States,WA,0,1,2,0,0,0,0,0,1,0,1,2,2,1,1,2,1,0,0,,
43,Male,United States,VA,1,1,2,1,0,0,0,0,0,1,1,2,1,1,0,1,1,1,1,,
27,Female,United States,WA,0,1,3,0,0,0,0,0,1,0,1,2,2,2,1,2,1,2,1,,
37,Female,United States,NJ,0,1,2,0,0,1,0,0,0,1,1,2,2,1,0,1,1,0,0,,
32,Male,Netherlands,NA,1,0,2,1,0,0,0,0,0,0,1,0,0,2,0,0,1,1,2,,
25,Male,United States,UT,0,1,3,1,0,0,0,0,0,0,1,0,2,5,0,0,1,2,2,,
30,Female,United States,TN,0,1,3,0,0,0,0,0,1,0,0,2,0,3,0,0,1,0,0,,
32,Male,United Kingdom,NA,0,1,2,1,0,0,0,0,0,0,0,2,2,4,0,2,1,1,1,,
32,Male,United States,IN,0,0,2,0,0,1,0,0,0,0,1,2,2,1,0,1,1,1,2,,
11,Male,United States,OH,1,0,0,1,0,0,0,0,0,1,1,0,2,5,0,0,0,1,1,,
43,Male,United States,TX,0,1,0,0,0,0,1,0,0,0,0,2,2,4,0,1,0,1,1,,
40,Male,United States,WA,0,1,2,0,0,0,0,0,1,0,1,2,1,3,1,1,1,1,1,,
26,Male,United States,OH,0,1,2,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,,
33,Female,Canada,NA,1,1,3,1,0,0,0,0,0,1,1,0,2,2,1,0,1,0,0,,
45,Male,United States,CA,0,0,0,0,1,0,0,0,0,1,1,2,0,1,0,0,0,1,0,,
25,Male,United States,SC,0,0,1,0,1,0,0,0,0,1,1,0,2,4,0,1,1,0,1,,
33,Female,United States,CA,0,0,3,0,0,0,0,0,1,0,1,2,2,1,0,1,1,0,0,,
30,Male,India,NA,0,0,3,0,1,0,0,0,0,0,1,0,0,5,0,0,0,1,1,,
33,Male,Croatia,NA,0,1,2,0,1,0,0,0,0,1,1,2,2,5,0,1,1,1,2,,
24,Male,Canada,NA,0,0,2,0,0,1,0,0,0,0,1,2,2,1,1,0,0,0,0,,
40,Male,United Kingdom,NA,0,0,0,0,0,0,1,0,0,0,1,1,1,5,0,1,1,2,1,,
46,Male,United States,PA,0,1,2,0,1,0,0,0,0,0,1,1,2,1,0,1,1,0,1,,
33,Female,United Kingdom,NA,0,0,0,0,0,0,1,0,0,0,1,1,1,5,0,1,1,1,1,,
45,Female,United States,MI,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,,
20,Female,United States,NY,0,0,2,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,,
37,Male,Netherlands,NA,0,1,2,0,1,0,0,0,0,0,1,0,0,4,0,0,0,1,2,,
27,Male,New Zealand,NA,0,0,1,0,0,1,0,0,0,0,1,0,2,3,1,2,0,0,0,,
27,Male,New Zealand,NA,0,0,1,0,0,1,0,0,0,0,1,0,2,3,1,2,0,0,0,,
27,Male,United Kingdom,NA,0,0,2,0,0,0,0,0,1,0,0,0,0,4,0,0,1,2,2,,
25,Male,United Kingdom,NA,0,1,2,0,0,1,0,0,0,1,1,0,0,5,0,0,1,1,2,,
39,Male,United Kingdom,NA,0,1,2,0,0,0,0,0,1,0,0,0,0,5,0,0,1,1,2,,
32,Male,United States,NC,0,0,1,0,1,0,0,0,0,0,1,2,1,1,0,1,0,0,1,,
26,Male,United Kingdom,NA,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,,
38,Male,Canada,NA,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,2,2,,
34,Female,United Kingdom,NA,0,1,1,0,0,1,0,0,0,0,0,2,2,5,0,2,0,1,2,,
39,Male,United States,TN,0,1,3,0,0,1,0,0,0,0,0,1,1,4,0,0,1,1,1,,
32,Male,Canada,NA,1,0,0,0,1,0,0,0,0,1,1,1,1,5,0,0,0,2,2,,
29,Male,United States,NC,0,0,2,0,0,1,0,0,0,0,1,2,2,1,0,0,1,1,1,,
26,Male,United States,TX,0,1,2,0,1,0,0,0,0,1,1,1,0,4,0,1,1,1,1,,
46,Female,United States,CA,0,0,3,0,0,0,1,0,0,1,0,2,2,1,0,0,1,1,1,,
29,Male,United States,IL,0,1,2,0,0,1,0,0,0,0,0,2,2,1,0,2,1,1,0,,
26,Male,Colombia,NA,0,0,3,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,,
40,Female,United States,MN,0,1,2,0,0,1,0,0,0,0,1,2,2,4,1,2,1,2,2,,
20,Male,Georgia,NA,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,,
26,Female,United States,MI,0,1,1,0,0,0,1,0,0,0,1,2,0,1,0,0,1,0,0,,
40,Male,China,NA,1,0,2,1,0,0,0,0,0,1,1,0,2,4,0,0,0,1,1,,
38,Male,United States,CA,0,1,2,0,0,0,0,0,1,0,0,2,2,1,1,2,1,1,0,,
34,Male,Canada,NA,0,1,2,0,0,0,0,0,1,0,1,2,1,1,0,2,0,0,0,,
38,Male,Italy,NA,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,2,,
35,Female,Ireland,NA,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,,
34,Male,Ireland,NA,0,0,3,0,1,0,0,0,0,0,1,0,0,3,0,0,1,1,2,,
28,Male,Australia,NA,0,0,3,0,0,0,1,0,0,1,1,0,2,1,0,0,1,0,0,,
32,Male,Ireland,NA,0,0,2,0,1,0,0,0,0,0,1,0,0,4,0,0,1,1,2,,
33,Male,Czech Republic,NA,0,1,3,0,0,0,1,0,0,0,1,0,2,4,1,0,0,1,2,,
29,Male,Singapore,NA,0,1,2,0,0,1,0,0,0,0,1,1,1,3,0,0,1,0,0,,
34,Female,United Kingdom,NA,0,0,2,0,0,0,0,0,1,0,0,0,2,3,1,2,1,1,2,,
31,Male,Philippines,NA,0,0,2,0,0,0,0,0,1,0,1,1,0,2,1,0,0,1,0,,
33,Male,United States,FL,0,0,3,0,0,1,0,0,0,1,1,2,2,1,0,0,1,1,0,,
23,Male,United Kingdom,NA,0,0,0,0,0,1,0,0,0,0,1,1,0,4,1,0,0,1,1,,
24,Male,Ireland,NA,0,1,2,0,0,0,0,0,1,0,1,2,2,4,1,2,1,1,0,,
23,Female,Ireland,NA,0,0,1,0,0,1,0,0,0,0,1,0,2,1,0,0,1,2,1,,
25,Male,United States,MN,0,1,2,0,0,1,0,0,0,0,1,1,2,4,0,0,1,1,1,,
23,Female,United Kingdom,NA,0,1,2,0,1,0,0,0,0,0,1,0,2,5,0,2,1,2,2,, 
23,Male,United Kingdom,NA,0,0,1,0,1,0,0,0,0,0,1,0,2,1,0,0,1,2,2,,
60,Male,United States,CA,0,0,3,0,0,0,0,0,1,1,1,1,0,4,0,1,1,1,0,,
28,Male,Ireland,NA,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,,
22,Male,Australia,NA,0,1,3,0,0,0,1,0,0,0,0,2,2,1,1,2,1,0,2,,
36,Male,Finland,NA,0,0,3,0,1,0,0,0,0,0,1,0,0,2,1,0,1,1,0,,
30,Male,United States,CA,0,1,2,0,0,1,0,0,0,0,1,2,2,5,0,0,1,2,2,,
30,Male,United States,CA,1,1,3,0,0,1,0,0,0,0,1,2,1,1,0,2,1,1,2,,
29,Male,United States,NC,0,1,2,0,0,0,1,0,0,1,1,2,2,1,0,0,1,1,0,,
29,Male,United States,NY,0,1,2,0,0,0,1,0,0,0,1,2,2,3,0,0,1,1,1,,
34,Male,United States,OH,0,0,2,0,0,1,0,0,0,1,1,1,1,3,0,1,1,1,0,,
31,Male,United States,PA,1,1,1,1,0,0,0,0,0,1,1,0,2,3,1,0,0,0,0,,
29,Male,Canada,NA,0,0,1,1,0,0,0,0,0,0,1,0,0,5,0,0,0,1,0,,
27,Male,Canada,NA,0,1,2,1,0,0,0,0,0,0,1,0,2,2,0,0,1,1,0,,
18,Male,Netherlands,NA,0,0,3,0,1,0,0,0,0,0,1,0,1,3,0,0,0,0,1,,
38,Female,United States,TX,0,1,2,0,0,1,0,0,0,0,1,2,2,4,0,2,1,1,2,,
26,Male,Canada,NA,1,0,2,1,0,0,0,0,0,0,1,0,2,1,0,0,0,2,2,,
30,Male,United States,IL,0,1,1,0,0,1,0,0,0,0,1,2,0,1,0,1,1,1,2,,
32,Male,United States,TN,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,2,,
40,Male,United States,CA,0,1,2,0,0,0,0,0,1,1,1,2,2,1,1,2,0,1,0,,
34,Male,United States,NY,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,,
28,Male,France,NA,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,,
34,Male,Canada,NA,0,0,0,0,1,0,0,0,0,0,1,1,1,4,0,1,0,1,2,,
30,Male,Canada,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,,
34,Female,United States,OR,0,1,1,0,0,0,0,1,0,1,1,2,1,1,0,1,1,1,1,,
31,Male,United States,NY,0,0,0,0,0,0,0,1,0,0,1,2,2,4,0,2,0,1,2,,
44,Female,United States,MA,0,0,0,0,0,0,1,0,0,0,1,2,1,1,0,1,0,0,1,,
29,Male,United States,NY,0,0,0,0,0,0,0,0,1,0,1,2,1,4,0,1,0,1,2,,
35,Male,United States,MO,0,1,1,0,1,0,0,0,0,0,1,2,1,4,0,0,0,1,2,,
28,Male,Brazil,NA,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,2,2,,
34,Male,United States,TN,0,1,0,0,1,0,0,0,0,1,1,2,0,1,0,0,0,0,0,,
32,Male,United States,NY,0,0,0,0,0,0,1,0,0,0,1,2,2,1,0,1,0,1,1,,
26,Male,United Kingdom,NA,0,0,0,0,1,0,0,0,0,0,1,1,0,5,1,1,0,1,1,,
27,Male,Canada,NA,0,0,1,0,1,0,0,0,0,0,0,2,2,5,0,2,0,1,2,,
18,Male,United States,CT,0,0,1,1,0,0,0,0,0,1,1,0,0,5,0,0,1,1,0,,
29,Male,United States,GA,0,0,0,0,0,0,0,0,1,0,1,2,2,1,0,2,0,0,0,,
36,Male,United States,WA,0,0,3,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,,
32,Male,United States,OR,0,0,1,0,0,0,1,0,0,0,1,2,2,1,0,2,1,0,2,,
31,Male,United Kingdom,NA,0,1,2,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,,
19,Male,Slovenia,NA,0,0,2,0,1,0,0,0,0,0,1,1,0,4,0,0,1,1,0,,
39,Male,United Kingdom,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,
39,Male,United States,IA,0,0,3,0,0,0,0,0,1,0,1,2,1,4,0,0,1,2,2,,
38,Male,United States,OR,0,1,2,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,2,,
24,Male,United Kingdom,NA,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,,
23,Male,United States,WV,0,0,2,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,,
30,Male,Ireland,NA,0,0,1,0,0,0,1,0,0,0,1,0,2,4,1,2,1,1,0,,
27,Male,United States,UT,0,0,1,0,0,1,0,0,0,1,1,0,2,3,1,0,1,1,2,,
25,Male,United States,IL,0,1,2,0,0,1,0,0,0,0,1,1,1,5,1,0,1,1,0,,
25,Female,United States,NY,0,1,2,0,0,0,0,1,0,0,1,2,0,1,0,0,1,1,1,,
31,Male,United States,CA,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,2,0,1,1,,
26,Male,United States,MA,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,2,,
26,Male,United Kingdom,NA,0,0,2,0,0,0,0,0,1,0,1,2,2,4,0,1,1,2,2,,
34,Female,Canada,NA,0,1,2,0,0,0,0,0,1,0,0,2,2,4,0,0,1,1,2,,
32,Female,United States,MA,0,0,3,0,1,0,0,0,0,1,1,2,1,5,1,1,1,2,2,,
45,Female,United States,CA,0,0,2,1,0,0,0,0,0,0,1,2,0,3,0,0,1,2,2,,
26,Female,India,NA,1,0,2,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,1,,
45,Male,United States,CA,0,0,2,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,,
43,Male,United States,WA,0,1,3,0,0,0,0,0,1,1,1,2,1,2,0,1,1,0,0,,
