Age,Gender,Country,state,self_employed,family_history,work_interfere,<5,5_to_25,26-100,100-500,500-1000,1000+,remote_work,tech_company,benefits,care_options,leave,obs_consequence,seek_help,treatment,coworkers,supervisor,,
35,Female,United States,CA,0,1,0,0,0,0,0,0,1,0,1,2,1,4,0,0,1,0,0,,
35,Male,United States,CA,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,2,,
32,Female,Germany,NA,0,0,2,0,0,0,1,0,0,0,1,0,0,2,1,0,0,1,0,,
35,Female,United States,NY,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,,
27,Female,United States,OR,0,1,2,0,0,1,0,0,0,0,1,2,0,5,0,0,1,1,1,,
34,Female,United States,MN,0,0,2,0,0,0,0,1,0,0,0,2,2,4,0,2,1,1,2,,
32,Male,United Kingdom,NA,0,1,2,0,0,0,1,0,0,1,1,1,1,3,1,0,1,0,0,,
24,Male,United States,KS,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,2,,
27,Female,United States,MI,1,1,2,1,0,0,0,0,0,1,1,0,0,2,0,1,1,1,0,,
29,Female,United States,NY,0,0,0,0,0,0,0,1,0,0,0,2,0,3,0,1,1,1,0,,
28,Male,United States,MI,0,0,2,0,0,0,0,0,1,0,1,0,2,2,0,0,1,0,1,,
28,Female,Canada,NA,0,1,2,0,1,0,0,0,0,0,0,2,2,1,1,2,1,1,2,,
33,Male,United States,CA,0,1,2,0,0,1,0,0,0,0,1,2,2,4,0,2,1,1,2,,
42,Male,United States,WA,0,0,0,0,1,0,0,0,0,1,1,0,2,4,0,2,0,1,2,,
30,Male,United States,FL,0,0,2,0,0,0,1,0,0,1,1,2,2,1,0,2,1,2,2,,
32,Male,United States,CO,0,0,0,0,1,0,0,0,0,1,1,0,0,5,0,0,0,2,2,,
34,Male,United Kingdom,NA,0,0,2,0,0,1,0,0,0,0,1,0,2,4,0,0,0,2,1,,
28,Male,Colombia,NA,0,0,2,0,1,0,0,0,0,0,1,0,2,4,0,0,0,0,1,,
28,Male,United States,MN,0,0,1,0,0,0,1,0,0,0,0,2,2,5,0,1,1,1,1,,
26,Female,United States,WA,0,1,1,0,0,0,0,0,1,0,1,2,1,1,0,1,1,1,1,,
38,Female,United States,TX,0,0,2,1,0,0,0,0,0,0,1,0,2,1,1,0,1,1,0,,
26,Female,United States,TX,0,1,1,0,0,0,0,0,1,1,1,2,2,4,0,1,1,1,0,,
30,Male,Switzerland,NA,1,0,0,1,0,0,0,0,0,0,1,0,0,4,0,0,0,2,2,,
35,Male,United States,CA,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,,
32,Male,United States,CA,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,1,0,1,1,,
23,Female,United States,NY,0,0,2,0,0,0,0,0,1,0,1,2,2,1,0,2,1,1,1,,
31,Female,United States,CA,0,0,2,0,0,0,0,0,1,0,1,2,1,4,0,1,1,2,2,,
28,Female,United States,WA,0,1,3,0,0,0,1,0,0,1,0,2,2,4,0,2,1,1,2,,
37,Female,United States,CA,0,0,1,0,0,0,0,0,1,0,1,2,2,4,0,2,1,1,2,,
35,Male,United States,OR,0,0,1,0,0,0,1,0,0,0,1,2,1,1,0,2,1,1,2,,
36,Male,United States,WA,1,0,0,1,0,0,0,0,0,0,1,0,2,4,0,0,1,1,2,,
26,Male,United States,CA,0,1,2,0,0,0,0,0,1,0,1,2,1,1,0,1,1,0,0,,
22,Female,United States,NY,0,1,3,0,0,0,0,0,1,0,1,2,2,4,1,2,1,0,1,,
25,Male,United States,CA,0,0,1,0,1,0,0,0,0,0,1,2,0,1,0,0,1,0,0,,
30,Female,United States,CO,0,0,0,0,0,0,0,0,1,0,1,2,2,4,0,2,0,0,1,,
25,Male,United States,CA,0,1,2,0,0,0,0,0,1,0,1,1,1,1,0,2,1,2,2,,
33,Male,Germany,NA,1,1,1,1,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,,
25,Male,Canada,NA,0,1,2,0,0,0,0,0,1,0,1,2,2,1,0,1,1,1,0,,
45,Male,Ireland,NA,1,0,3,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,,
29,Female,United States,CA,1,0,2,0,0,0,0,0,1,0,1,2,1,5,0,0,0,1,1,,
25,Female,United States,WA,0,1,2,0,0,1,0,0,0,0,1,2,2,1,0,0,1,1,2,,
54,Male,United States,CA,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,2,1,0,2,,
26,Male,United States,CA,0,1,3,0,0,0,0,0,1,0,1,2,1,1,0,2,1,1,0,,
25,Female,Sweden,NA,0,1,2,0,1,0,0,0,0,0,1,2,2,4,0,0,0,1,2,,
31,Male,United States,CA,0,0,2,0,0,0,0,1,0,0,0,0,2,1,0,1,1,1,0,,
33,Male,United States,IN,0,1,2,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,,
34,Male,United States,WA,0,1,2,0,0,0,0,0,1,0,1,2,2,1,0,2,1,0,0,,
329,Male,United States,OH,0,0,3,0,1,0,0,0,0,1,1,2,2,1,0,0,1,1,0,,
28,Male,United States,GA,0,1,2,0,0,0,0,0,1,0,1,1,1,3,0,1,1,0,0,,
36,Male,United States,NA,0,1,3,0,0,0,1,0,0,0,1,0,2,5,0,0,1,1,1,,
55,Male,United States,PA,0,1,1,0,0,0,0,0,1,0,1,2,2,5,0,2,1,2,2,,
27,Female,United States,WA,0,0,1,0,0,0,0,0,1,0,1,2,2,1,0,0,1,0,0,,
25,Female,United States,WA,0,1,2,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,2,,
34,Female,United States,NY,0,1,1,0,0,0,0,0,1,0,0,2,2,2,0,2,1,1,1,,
26,Female,United States,CA,0,1,0,0,0,0,0,0,1,0,1,2,2,1,0,2,1,0,0,,
41,Male,Canada,NA,0,0,0,0,0,0,0,1,0,0,1,2,1,4,0,1,1,1,1,,
31,Male,United States,IN,0,1,2,0,0,1,0,0,0,1,1,2,0,1,0,0,1,2,2,,
26,Male,United States,NV,0,0,2,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,,
27,Female,United States,CO,0,1,1,0,0,0,0,0,1,1,1,2,2,1,0,1,1,0,2,,
99999999999,All,Zimbabwe,NA,1,1,3,1,0,0,0,0,0,0,1,0,2,2,1,0,1,0,0,,
40,Female,United States,PA,0,1,1,0,0,0,0,0,1,0,0,2,0,4,0,1,1,0,0,,
31,Male,United States,SC,0,0,0,0,0,0,0,0,1,0,1,1,0,4,0,1,0,1,0,,
26,Male,Canada,NA,0,1,3,0,0,1,0,0,0,1,1,1,0,5,0,1,1,2,2,,
29,Male,United States,TX,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,1,0,1,1,,
26,Male,United States,OR,0,1,3,0,1,0,0,0,0,0,1,2,2,3,0,0,1,1,2,,
33,Male,United States,NH,0,1,0,0,0,1,0,0,0,1,1,2,2,1,0,2,1,2,1,,
22,Male,Brazil,NA,1,0,0,0,1,0,0,0,0,1,1,1,0,4,0,0,0,2,2,,
33,Male,United States,OH,0,1,3,0,0,0,0,0,1,1,1,2,2,4,0,0,1,0,0,,
26,Female,United States,OK,0,0,2,0,0,0,1,0,0,1,1,1,1,3,0,1,1,1,1,,
30,Male,United States,CA,0,1,3,0,1,0,0,0,0,0,1,1,0,4,0,1,0,1,2,,
55,Male,United States,ID,0,1,2,1,0,0,0,0,0,1,1,0,2,1,1,1,1,0,0,,
28,Male,Germany,NA,0,1,1,1,0,0,0,0,0,1,1,2,0,5,0,0,1,2,2,,
32,Male,United Kingdom,NA,0,1,2,0,1,0,0,0,0,0,1,0,0,4,0,1,1,1,2,,
28,Female,United States,NY,0,0,1,0,0,0,0,0,1,0,0,2,2,1,0,1,1,0,0,,
28,Male,Canada,NA,1,0,0,0,0,0,1,0,0,1,1,1,0,4,0,0,0,1,2,,
27,Female,United States,CA,0,0,2,0,0,1,0,0,0,0,1,1,1,3,0,0,1,1,1,,
28,Male,United States,TN,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,2,,
36,Male,United States,KY,0,0,1,0,0,0,0,0,1,1,1,2,0,4,0,1,0,0,0,,
23,Male,Canada,NA,0,1,2,0,1,0,0,0,0,0,1,2,2,5,0,0,1,2,2,,
26,Female,United States,CA,0,0,2,0,0,0,1,0,0,0,1,2,2,3,1,0,1,1,1,,
24,Male,United States,AZ,0,0,1,0,0,1,0,0,0,0,1,2,2,1,0,0,1,1,2,,
37,Male,Canada,NA,0,1,1,0,0,0,0,0,1,0,0,2,2,1,0,2,1,1,1,,
30,Male,United States,WA,0,1,3,0,0,0,0,0,1,0,1,2,2,2,1,0,1,1,0,,
34,Male,United States,CA,0,0,2,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,,
33,Female,United States,CA,0,0,0,0,0,0,0,1,0,0,1,2,1,5,0,2,0,1,2,,
28,Male,United States,UT,0,0,2,0,1,0,0,0,0,1,1,0,2,4,0,0,0,1,0,,
31,Male,United States,OR,0,0,2,0,0,0,1,0,0,1,1,2,2,5,0,2,1,1,2,,
27,Male,Germany,NA,0,1,2,0,1,0,0,0,0,0,1,0,1,3,1,0,1,1,0,,
30,Male,United States,CA,1,1,3,1,0,0,0,0,0,1,1,0,2,5,0,0,1,2,2,,
33,Male,Italy,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,
30,Male,United States,PA,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,,
24,Female,United States,CA,1,1,2,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,,
23,Female,United States,NY,0,1,3,0,0,0,0,0,1,0,1,2,1,1,1,0,1,1,1,,
36,Male,United States,TX,0,0,2,0,0,0,0,0,1,0,0,2,1,3,1,0,1,1,0,,
46,Male,United States,CA,0,0,2,0,0,0,0,0,1,0,1,2,2,1,0,2,1,1,0,,
33,Female,United States,NY,0,0,2,0,0,0,0,1,0,1,1,2,2,5,0,2,1,1,1,,
25,Female,United States,WA,0,0,2,0,1,0,0,0,0,0,1,0,0,4,0,0,0,1,0,,
39,Male,United States,WA,0,0,0,0,0,1,0,0,0,0,1,2,2,5,0,2,0,2,2,,
38,Male,United States,VA,0,1,2,0,0,0,0,0,1,0,1,2,1,1,0,2,1,0,0,,
38,Female,United States,PA,0,1,2,0,0,0,0,0,1,0,0,2,2,5,1,2,1,2,2,,
34,Male,United Kingdom,NA,0,1,3,0,0,1,0,0,0,0,1,0,2,5,0,0,1,2,2,,
25,Male,Bosnia and Herzegovina,NA,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,,
41,Female,United States,NA,0,1,1,0,0,0,0,1,0,1,1,2,2,5,0,2,1,1,1,,
51,Male,New Zealand,NA,0,0,2,0,0,1,0,0,0,1,1,0,2,3,1,0,1,0,0,,
29,Male,United States,NC,0,0,2,0,1,0,0,0,0,0,1,2,2,5,0,2,1,0,1,,
31,Female,Canada,NA,1,1,2,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,2,,
27,Female,Australia,NA,0,1,2,0,1,0,0,0,0,0,1,0,2,3,0,0,1,1,1,,
39,Male,United States,WI,0,1,3,0,0,1,0,0,0,1,1,2,2,4,0,2,1,1,2,,
26,Male,United States,CA,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,,
27,Male,United Kingdom,NA,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,,
22,Female,United States,CA,0,1,2,0,0,0,0,1,0,0,1,2,2,1,1,1,1,1,1,,
31,Female,United States,PA,0,1,1,0,0,0,1,0,0,0,1,2,2,4,0,0,1,2,2,,
28,Female,United States,CA,0,1,3,0,0,0,1,0,0,1,1,2,0,1,1,1,1,1,1,,
29,Female,Canada,NA,0,0,2,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,,
32,Female,Canada,NA,0,0,3,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,,
27,Male,United States,OR,0,1,2,0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,,
36,Male,United States,CO,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,,
40,Male,Canada,NA,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,1,1,,
38,Male,United States,PA,0,1,2,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,,
23,Male,United States,CA,0,1,1,1,0,0,0,0,0,0,1,0,2,1,0,0,1,1,2,,
27,Female,United States,NY,0,0,2,0,0,0,0,1,0,0,1,1,1,1,0,2,0,1,2,,
26,Female,United States,MA,0,1,2,0,0,1,0,0,0,0,1,2,2,3,1,0,1,2,2,,
37,Male,United States,PA,0,1,0,0,0,1,0,0,0,0,1,1,0,4,0,1,0,2,2,,
33,Male,United States,MI,0,1,2,0,1,0,0,0,0,1,1,1,1,5,0,0,0,1,2,,
41,Male,United States,CA,0,1,3,0,0,0,0,0,1,0,1,2,0,1,1,0,1,1,1,,
27,Male,Singapore,NA,0,0,2,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,2,,
41,Male,United States,TN,0,1,2,0,0,0,0,0,1,0,1,2,1,1,0,2,1,1,1,,
23,Male,United States,PA,0,0,1,0,0,0,1,0,0,0,1,2,1,1,0,1,0,1,1,,
24,Female,United States,NA,0,1,2,0,0,0,1,0,0,0,1,2,1,3,1,0,1,0,0,,
31,Male,United States,NY,0,1,1,0,0,0,1,0,0,0,1,0,0,3,1,1,1,1,0,,
29,Male,United States,CA,0,1,3,0,0,0,1,0,0,0,1,2,2,1,0,2,0,1,2,,
33,Male,United States,WI,0,1,2,0,0,0,1,0,0,0,0,2,1,3,0,0,1,0,0,,
32,Male,United States,MI,0,0,2,0,0,0,1,0,0,0,1,0,2,1,0,0,0,1,1,,
37,Male,United States,WA,0,0,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,,
29,Male,United States,WA,0,0,1,0,0,0,0,0,1,0,1,2,0,5,0,0,0,1,0,,
23,Female,United States,CA,0,1,2,0,0,0,0,0,1,0,1,2,2,4,0,2,1,0,0,,
31,Female,United States,OR,0,1,2,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,,
28,Female,United States,CA,0,1,1,0,0,0,0,1,0,0,1,2,2,3,0,2,1,0,1,,
34,Male,United States,CA,1,1,2,0,1,0,0,0,0,0,1,0,2,4,0,0,1,1,1,,
28,Male,United States,MI,0,1,2,0,0,1,0,0,0,1,1,2,1,1,1,1,1,1,1,,
56,Male,United States,MA,0,1,1,0,1,0,0,0,0,0,1,2,2,1,0,0,1,1,1,,
34,Female,United States,CA,0,0,2,0,0,0,1,0,0,1,1,2,2,4,0,1,1,1,2,,
35,Male,Germany,NA,0,0,1,0,0,0,1,0,0,0,0,1,0,5,0,1,1,1,2,,
49,Male,Japan,NA,1,1,2,1,0,0,0,0,0,1,1,0,2,3,1,0,1,0,0,,
29,Female,Australia,NA,0,1,2,0,0,0,0,0,1,0,0,2,2,3,1,2,1,1,1,,
31,Female,Belgium,NA,0,1,1,0,0,0,1,0,0,0,0,2,0,1,1,0,1,1,0,,
30,Male,Australia,NA,0,0,2,0,0,1,0,0,0,0,1,0,0,5,0,0,0,1,1,,
26,Female,Australia,NA,0,1,2,0,0,0,1,0,0,0,0,0,2,4,0,2,0,2,2,,
29,Male,United Kingdom,NA,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,,
34,Female,Australia,NA,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,2,0,0,0,,
32,Male,United States,WA,0,0,0,0,0,0,0,1,0,0,0,2,1,5,0,2,1,0,0,,
29,Male,Poland,NA,0,0,1,1,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,,
32,Male,United States,CA,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,,
30,Male,Italy,NA,0,0,2,0,0,0,0,0,1,0,0,1,0,5,0,0,0,1,1,,
30,Male,Ireland,NA,0,0,2,0,0,1,0,0,0,1,1,0,0,2,0,0,1,1,0,,
26,Male,Netherlands,NA,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,,
26,Female,Israel,NA,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,,
35,Male,Canada,NA,0,1,2,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,,
29,Female,United States,OH,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,,
38,Male,United States,MN,0,0,2,0,0,0,0,0,1,0,0,2,2,1,0,2,1,1,2,,
23,Female,India,NA,0,1,2,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,,
33,Female,United States,NC,0,1,1,0,0,0,0,0,1,0,1,2,2,4,0,2,1,1,2,,
49,Male,United States,NY,0,1,2,0,0,0,1,0,0,0,1,2,1,4,0,2,1,1,2,,
23,Male,Canada,NA,0,0,2,0,1,0,0,0,0,0,1,2,0,4,0,0,1,1,1,,
32,Male,United Kingdom,NA,0,0,2,0,0,1,0,0,0,0,0,2,2,5,0,0,1,0,2,,
33,Male,United States,WA,1,1,1,1,0,0,0,0,0,1,1,0,2,2,1,2,1,2,2,,
37,Male,United States,CA,0,1,2,0,0,0,1,0,0,0,1,2,2,1,0,1,1,2,2,,
43,Male,United States,TN,0,1,2,0,0,1,0,0,0,0,0,2,1,4,0,2,1,0,0,,
26,Male,United States,NY,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,,
29,Male,United States,CO,0,0,0,0,1,0,0,0,0,0,1,2,2,1,0,2,0,1,1,,
32,Male,United States,PA,1,1,2,1,0,0,0,0,0,1,1,2,2,2,0,1,1,1,0,,
25,Male,United States,MO,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,2,,
30,Male,Switzerland,NA,0,1,2,0,0,1,0,0,0,0,1,1,0,2,0,0,1,0,0,,
35,Male,United States,CA,0,1,1,0,1,0,0,0,0,0,1,2,2,5,0,2,1,1,2,,
37,Male,United States,MI,0,1,2,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,,
36,Male,United States,CA,0,0,0,0,0,0,0,0,1,0,1,2,2,5,0,2,0,1,2,,
38,Female,United States,NC,0,1,2,0,0,1,0,0,0,0,0,2,1,1,0,1,1,0,0,,
31,Male,Canada,NA,1,1,2,1,0,0,0,0,0,1,1,0,2,4,0,0,0,0,0,,
38,Male,Ireland,NA,0,1,2,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,,
33,Female,United States,AZ,1,1,2,1,0,0,0,0,0,0,1,2,2,4,0,2,1,1,0,,
36,Female,United States,CA,0,0,0,0,1,0,0,0,0,1,1,2,0,1,0,0,1,1,1,,
39,Male,United Kingdom,NA,0,0,2,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,,
33,Male,United States,VA,1,1,2,1,0,0,0,0,0,1,1,0,2,5,0,0,1,2,2,,
25,Male,United States,NE,0,1,2,0,0,0,0,0,1,0,0,2,2,1,1,2,1,1,1,,
33,Male,United States,NY,0,0,2,0,0,0,0,0,1,0,1,2,2,1,0,1,1,1,1,,
32,Female,United States,CA,0,1,3,0,0,0,1,0,0,0,1,2,0,1,0,1,1,1,2,,
40,Female,United States,WA,0,1,2,0,0,0,1,0,0,0,0,2,2,1,1,2,1,1,2,,
28,Male,United States,NV,0,0,0,0,1,0,0,0,0,1,1,0,2,1,0,0,1,1,1,,
36,Female,United Kingdom,NA,1,0,2,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,,
39,Male,United States,FL,0,1,2,0,0,0,0,1,0,0,1,2,2,2,0,2,1,1,2,,
44,Male,United States,NA,1,1,2,1,0,0,0,0,0,1,1,0,2,5,0,0,1,1,0,,
40,Female,United States,WA,0,1,2,0,0,0,1,0,0,0,0,2,1,1,0,1,1,1,0,,
38,Male,United States,IL,0,0,0,0,0,0,0,0,1,1,1,0,2,2,0,0,0,0,0,,
40,Male,United States,MI,1,0,2,1,0,0,0,0,0,1,1,1,1,4,0,0,0,1,0,,
35,Male,United States,MI,0,1,2,1,0,0,0,0,0,0,0,0,2,1,0,0,1,1,2,,
29,Male,United States,WI,0,1,2,0,0,0,0,0,1,1,0,2,2,5,0,2,0,1,0,,
29,Male,Sweden,NA,0,0,1,0,1,0,0,0,0,0,1,0,2,5,0,0,1,1,2,,
36,Male,United States,PA,0,0,1,0,0,0,0,0,1,0,1,2,2,3,0,2,0,1,2,,
43,Male,United States,GA,0,0,2,0,0,0,0,0,1,0,0,1,0,2,0,1,1,1,2,,
35,Male,United States,CA,0,0,2,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,,
37,Male,Italy,NA,0,0,2,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,,
34,Male,United States,TN,0,0,2,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,,
36,Male,Netherlands,NA,1,0,2,1,0,0,0,0,0,0,1,0,0,5,0,0,1,2,0,,
40,Male,United States,TN,1,1,2,1,0,0,0,0,0,1,1,0,2,5,0,0,1,2,2,,
51,Male,United States,MN,0,0,0,0,0,0,0,0,1,1,1,2,2,5,0,2,0,2,2,,
32,Male,United Kingdom,NA,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,,
32,Male,United Kingdom,NA,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,,
35,Male,United States,DC,0,1,2,0,1,0,0,0,0,0,1,2,2,4,0,0,1,1,1,,
31,Male,United States,CO,0,0,0,0,0,1,0,0,0,0,1,2,2,5,0,1,1,0,0,,
29,Male,United States,TN,0,1,2,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,,
37,Male,United States,TN,0,0,0,0,0,0,0,1,0,1,1,2,0,1,1,1,0,1,2,,
41,Male,United States,DC,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,,
31,Male,United Kingdom,NA,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,2,,
33,Male,United States,IN,0,0,0,0,0,0,0,0,1,0,1,2,2,4,0,2,0,1,2,,
34,Male,Germany,NA,1,0,2,1,0,0,0,0,0,1,1,0,1,3,0,0,1,1,1,,
43,Male,United Kingdom,NA,0,1,1,0,0,1,0,0,0,0,1,0,0,2,1,0,1,1,0,,
25,Female,United States,CA,1,0,3,1,0,0,0,0,0,0,1,2,2,5,1,2,1,1,1,,
25,Female,United States,OH,0,1,2,0,0,0,0,0,1,0,1,2,2,1,0,0,1,0,0,,
53,Male,United States,OR,0,0,1,0,1,0,0,0,0,1,1,2,2,1,0,2,1,1,0,,
24,Female,United Kingdom,NA,0,1,3,0,1,0,0,0,0,1,1,0,0,5,0,0,1,2,2,,
33,Male,United States,OR,0,1,2,0,0,1,0,0,0,0,1,1,2,4,0,2,1,2,2,,
25,Female,Canada,NA,0,1,2,0,1,0,0,0,0,0,1,2,2,4,0,0,1,1,2,,
34,Male,United Kingdom,NA,1,0,2,1,0,0,0,0,0,1,1,0,0,3,0,0,1,1,1,,
22,Female,United States,CA,0,1,3,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,,
35,Male,United States,UT,0,1,1,0,0,1,0,0,0,0,0,2,2,3,0,2,1,1,1,,
28,Male,United States,CA,0,1,2,0,0,1,0,0,0,0,0,2,0,1,0,0,1,1,1,,
29,Male,United States,CA,0,0,2,0,0,0,0,0,1,0,1,2,0,1,0,0,0,0,0,,
31,Male,United States,MO,0,1,0,0,0,0,1,0,0,0,1,1,0,5,0,1,0,1,2,,
38,Male,United Kingdom,NA,1,1,1,1,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,,
32,Male,United States,WA,0,0,1,0,0,0,0,0,1,0,1,2,2,4,0,2,1,1,1,,
28,Male,United States,WA,0,1,1,0,0,0,0,0,1,0,1,2,2,1,0,1,1,1,0,,
31,Female,United States,AZ,0,1,2,0,0,0,0,1,0,0,1,2,2,4,0,1,1,1,2,,
32,Male,United States,WA,0,1,2,0,0,0,1,0,0,0,1,2,2,1,0,2,0,1,0,,
39,Male,United States,AZ,0,1,3,0,0,1,0,0,0,0,1,2,2,1,0,0,1,1,0,,
35,Male,United States,CA,0,0,2,0,0,0,0,0,1,0,1,2,2,2,0,2,1,1,1,,
40,Male,United States,WA,0,1,2,0,1,0,0,0,0,0,1,2,2,5,0,1,1,1,1,,
36,Female,United States,WA,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,,
